x,y
486.82985964141,323.5778877681509
572.0341645712879,34.851795691845155
794.6279824757399,355.0812804217418
456.55879917958055,404.7573175123335
363.42590303270475,442.9098523658481
173.25640203500024,338.16894773603
291.33771098588596,203.10149058858084
70.44165877049103,103.77319328287894
57.98705442577842,47.00094873977378
818.3593809284635,115.2350811907067
239.87025667436973,132.68835508691956
603.9681688793887,304.776334994217
60.1659185620919,127.24100409747774
167.42056196957094,456.1212424960721
522.326489287768,306.136066710633
695.8301222567849,177.74671762705364
109.78449653504322,279.06727521075624
213.66781183075543,198.80268965519087
745.4607348572749,488.1424604955495
363.4537034065071,180.93769491828803
757.2065748108715,228.03555782873408
608.6729830185861,387.3257067749286
623.6362715434597,268.9169611288954
828.3882522593369,232.04338607448727
472.54970408585933,85.57318460040176
364.60655652949464,287.2929479146643
780.823339702881,421.6633835931637
531.6994947675382,265.1062575658095
457.96474317031743,173.17124198859125
550.4569146560913,451.4135773339877
169.8701568380409,248.306374030548
824.8006300529781,236.27900988181082
445.1886031856392,48.8994666236251
802.3358735559302,214.77720185478745
127.29351736832513,36.00212034755146
215.95012026989585,26.07449116406435
693.128575191618,306.33463016455045
508.09876002986243,5.97989674119126
460.92853887474274,76.72671427301725
573.533264086108,264.5652925209252
544.327018612415,498.2624245186643
658.1096005628931,16.556694737934976
67.2412128990946,55.07332104218554
589.9153081450112,494.0855700956205
573.4195696194879,293.286548459197
779.657513893663,103.76765140050459
1.6195221361588792,72.60752107267487
125.12077631889105,287.48783845031943
710.9900079129135,145.08920914861812
139.6191547403977,241.54258409234762
11.544773364736576,200.34039736366339
538.3547734080557,31.922806692255
526.8503234724835,365.6271127051549
549.8512621075556,174.7259660038326
591.8827425742943,120.98984800826162
602.29314443672,323.31688318442764
475.57343860119374,111.6194757412039
208.21028416426722,80.08224883597215
263.36729481194266,423.1207151526818
444.3647511521544,313.59541406284217
236.63706814251913,278.5301446839611
654.9244623569994,276.14306190999184
564.7223043240868,194.32969451883542
328.26337244148596,250.12341308403785
97.48486029296184,463.46100806608683
204.58343117519522,207.3928548731544
370.896426856973,279.02833133490543
449.88751858508806,167.08292491305554
114.18001264596519,276.40467764132046
497.03266639777894,84.92935848485995
160.2772168460384,380.30122808005376
162.79655069563609,446.34128165124866
776.2360663029192,450.1342407053994
119.38862547475352,352.51459257007446
233.88014069916196,181.8238902106427
263.73222153796354,67.78992322177135
417.98604684580806,120.6982361126666
525.8504310335555,230.38947037797996
152.2393169757177,193.09528024427135
554.6116881663401,486.73785909088053
230.43290624570864,267.55220994198794
224.97305991585412,317.03283965617703
773.989755953261,229.4917840917121
238.0288768453422,4.505529889212823
708.8816885299533,156.62107126265957
421.45947692527204,458.3431022141481
198.94927164723083,170.82032586834427
522.5985780968101,335.81056521419004
533.1544984497021,187.20140096502269
722.7770710732382,230.47977431734068
368.68357074326394,485.67491724309843
89.73548060203515,277.5635975113242
817.4519496136131,483.4702909397809
771.2320742357986,432.1268650644309
557.8431405198369,49.276139222896646
451.14750069747794,186.56985821053019
453.3497516746183,448.5936277398949
115.2508434907456,40.355314080642636
337.38386817965016,91.733596593082
26.8524426778185,411.00406383040666
49.92100400836703,360.55221541496996
445.1545526539349,67.15089758531079
189.67053008770839,12.495047868856691
781.4739457081176,350.5107377794071
99.12460482412924,182.82694232309439
